@RELATION pacman_info
   @ATTRIBUTE pacmanX NUMERIC
   @ATTRIBUTE pacmanY NUMERIC
   @ATTRIBUTE livingGhosts NUMERIC
   @ATTRIBUTE minGhost NUMERIC
   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE pacmanX2 NUMERIC
   @ATTRIBUTE pacmanY2 NUMERIC
   @ATTRIBUTE livingGhosts2 NUMERIC
   @ATTRIBUTE score2 NUMERIC
   @ATTRIBUTE class {Stop, North, South, East, West}

@data
12,10,4,3,0,12,10,4,-1,Stop
12,10,4,2,-1,12,10,4,-2,Stop
12,10,4,2,-2,12,10,4,-3,Stop
12,10,4,3,-3,12,10,4,-4,Stop
12,10,4,2,-4,12,10,4,-5,Stop
12,10,4,3,-5,12,10,4,-6,Stop
12,10,4,4,-6,12,10,4,-7,Stop
12,10,4,3,-7,12,10,4,-8,Stop
12,10,4,3,-8,12,10,4,-9,Stop
12,10,4,3,-9,12,10,4,-10,Stop
12,10,4,2,-10,12,10,4,-11,Stop
12,10,4,3,-11,12,10,4,-12,Stop
12,10,4,3,-12,12,10,4,-13,Stop
12,10,4,3,-13,12,10,4,-14,Stop
12,10,4,2,-14,12,10,4,-15,Stop
12,10,4,1,-15,12,10,4,-16,Stop
12,10,4,1,-16,12,10,4,-17,Stop
12,10,4,1,-17,12,10,4,-18,Stop
12,10,4,2,-18,12,10,4,-19,Stop
12,10,4,1,-19,12,10,4,-20,Stop
12,10,4,2,-20,12,10,4,-21,Stop
12,10,4,1,-21,12,10,4,-22,Stop
12,10,4,1,-22,12,10,4,-23,Stop
12,10,4,1,-23,12,10,4,-24,Stop
12,10,4,2,-24,12,10,4,-25,Stop
12,10,4,3,-25,12,10,4,-26,Stop
12,10,4,3,-26,12,10,4,-27,Stop
12,10,4,2,-27,12,10,4,-28,Stop
12,10,4,3,-28,12,10,4,-29,Stop
12,10,4,2,-29,12,10,4,-30,Stop
12,10,4,3,-30,12,10,4,-31,Stop
12,10,4,2,-31,12,10,4,-32,Stop
12,10,4,3,-32,12,10,4,-33,Stop
12,10,4,4,-33,12,10,4,-34,Stop
12,10,4,5,-34,12,10,4,-35,Stop
12,10,4,5,-35,12,10,4,-36,Stop
12,10,4,6,-36,12,10,4,-37,Stop
12,10,4,5,-37,12,10,4,-38,Stop
